comment,label
không hoạt động ổn định quạt mát không đáng tiền rò rỉ nước thiết kế quá xấu dịch vụ bảo hành kém vật liệu rẻ tiền không đáng tiền không làm việc đúng dịch vụ bảo hành kém đóng tuyết nhanh rò rỉ nước hỏng sau vài ngày vật liệu rẻ tiền ồn ào khó chịu công suất yếu quá nóng khi sử dụng gây tiếng ồn lớn,1
đang sử dụng máy bình thường ổn,0
nhân viên giao hàng không lắp ráp mua quạt ngoài chỗ nào cũng lắp ráp điện máy xanh mua qua online giao đến không lắp ráp,1
quá ok,0
ngăn đông mềm của tủ không bị đông đá làm lạnh nhanh khử mùi tốt,1
thiết kế quá xấu quá nóng khi sử dụng có mùi khó chịu máy lọc nước công suất yếu ồn ào khó chịu không làm việc đúng công suất yếu làm lạnh chậm rò rỉ nước không làm việc đúng ồn ào khó chịu vật liệu rẻ tiền quạt quay kêu to không đáng tiền,1
vòng đệm cánh tủ mở ra bị bung ra nhét vào được mấy hôm lại bị thoát nhiệt đóng tuyết,0
thiết kế quá xấu vật liệu rẻ tiền ồn ào khó chịu làm mát yếu rò rỉ nước không hoạt động ổn định không hoạt động ổn định rò rỉ nước chất lượng quá tệ tiêu thụ điện năng cao không đáng tiền thiết kế quá xấu có mùi khó chịu quá nóng khi sử dụng ồn ào khó chịu vật liệu rẻ tiền có mùi khó chịu không hoạt động ổn định rò rỉ nước quá nóng khi sử dụng hỏng sau vài ngày không đáng tiền,1
quá nóng khi sử dụng ồn ào khó chịu đóng tuyết nhanh vật liệu rẻ tiền rất thất vọng không đáng tiền vật liệu rẻ tiền rò rỉ nước hỏng sau vài ngày làm mát yếu dịch vụ bảo hành kém không đáng tiền gây tiếng ồn lớn vật liệu rẻ tiền chất lượng quá tệ gây tiếng ồn lớn thiết kế quá xấu có mùi khó chịu quạt quay kêu to hỏng sau vài ngày ồn ào khó chịu có mùi khó chịu quá nóng khi sử dụng làm mát yếu quạt mát,1
sp tốt chạy êm,0
quá nóng khi sử dụng có mùi khó chịu quá nóng khi sử dụng rò rỉ nước không làm việc đúng vật liệu rẻ tiền làm lạnh chậm hỏng sau vài ngày rất thất vọng gây tiếng ồn lớn hỏng sau vài ngày vật liệu rẻ tiền vật liệu rẻ tiền không làm việc đúng hỏng sau vài ngày không đáng tiền dịch vụ bảo hành kém dịch vụ bảo hành kém quá nóng khi sử dụng tủ lạnh vật liệu rẻ tiền chất lượng quá tệ gây tiếng ồn lớn chất lượng quá tệ,1
sản phẩm chất lượng tốt giao hàng lắp ráp nhiệt tình,0
bạn thu ngân tư vấn rất tốt rất nhiệt tình còn kiểm tra chạy thử quạt nữa còn bê ra tận bãi gửi xe quá ok,0
quạt kêu to không ngủ được không mát lắm nhà mới nên mua lần cái giờ không biết làm sao,0
máy trong nhà kêu to ồn như dùng quạt hơi nước yêu cầu bảo hành tới kiểm tra lại mới dùng được ngày,0
trước mắt là máy chạy ổn nhưng khi ráp máy nhân viên đem thùng giấy về luôn nên không biết kiểm tra mã hàng thế nào xin trợ giúp,0
quạt treo tường mà không có sợi dây kéo cho quạt đứng muốn quạt đứng phải bắt ghế mà điều chỉnh nút trên thân quạt biết trước sẽ không bao giờ mua quá bất tiện,0
mình dùng máy daikin máy trước mua triệudùng ok máy này mua giá rẻ hơn thì đương nhiên chất lượng không bằng chỉ hơi khó chịu là gió mức hơi ồn,0
dịch vụ bảo hành kém đóng tuyết nhanh ồn ào khó chịu có mùi khó chịu dịch vụ bảo hành kém làm lạnh chậm có mùi khó chịu dịch vụ bảo hành kém tiêu thụ điện năng cao thiết kế quá xấu dịch vụ bảo hành kém ồn ào khó chịu làm lạnh chậm hỏng sau vài ngày không làm việc đúng tiêu thụ điện năng cao rất thất vọng gây tiếng ồn lớn quạt quay kêu to chất lượng quá tệ rất thất vọng quạt quay kêu to chất lượng quá tệ làm mát yếu rất thất vọng tiêu thụ điện năng cao đóng tuyết nhanh đóng tuyết nhanh vật liệu rẻ tiền làm mát yếu,1
dùng ổn nhưng có điểm trừ là chân đế gây ồn do quạt rung khi quay,0
có mùi khó chịu làm lạnh chậm thiết kế quá xấu tiêu thụ điện năng cao quạt quay kêu to gây tiếng ồn lớn quạt quay kêu to quạt quay kêu to tiêu thụ điện năng cao công suất yếu dịch vụ bảo hành kém rất thất vọng có mùi khó chịu đóng tuyết nhanh làm mát yếu rò rỉ nước rò rỉ nước,1
máy lạnh tiêu thụ điện năng cao chất lượng quá tệ rất thất vọng dịch vụ bảo hành kém thiết kế quá xấu rò rỉ nước làm mát yếu không đáng tiền chất lượng quá tệ quạt quay kêu to gây tiếng ồn lớn gây tiếng ồn lớn chất lượng quá tệ gây tiếng ồn lớn công suất yếu rất thất vọng,1
có mùi khó chịu ồn ào khó chịu quạt quay kêu to tiêu thụ điện năng cao quá nóng khi sử dụng quạt quay kêu to quạt mát hỏng sau vài ngày không hoạt động ổn định quạt mát vật liệu rẻ tiền làm mát yếu vật liệu rẻ tiền đóng tuyết nhanh không đáng tiền làm mát yếu đóng tuyết nhanh tiêu thụ điện năng cao,1
quạt tốt chạy êm,0
máy lạnh rất tốt tại thời điểm hiện tại mặc dù là giá rẻ nhưng chất lượng thì tuyệt vời cảm ơn đmx và e lắp đặt rất dễ thương và nhiệt tình,0
tủ samsung này máy nén của hãng này nó kêu to cả ngày cả đêm nói chung là rất ồn mong samsung có bảo hành thế nào làm giảm bớt đi tiếng kêu máy nén được không,1
tủ dùng tốt bảo quản thực phẩm lâu làm lạnh nhanh,0
không đáng tiền thiết kế quá xấu vật liệu rẻ tiền không làm việc đúng thiết kế quá xấu chất lượng quá tệ rất thất vọng công suất yếu đóng tuyết nhanh thiết kế quá xấu làm lạnh chậm làm mát yếu làm mát yếu quạt quay kêu to không hoạt động ổn định quạt quay kêu to không đáng tiền quá nóng khi sử dụng vật liệu rẻ tiền,1
rất hài lòng với sản phẩm,0
cảm thấy ok,0
quạt quay kêu to tiêu thụ điện năng cao làm lạnh chậm dịch vụ bảo hành kém chất lượng quá tệ làm lạnh chậm vật liệu rẻ tiền hỏng sau vài ngày tiêu thụ điện năng cao hỏng sau vài ngày,1
gắn máy lạnh mà không hút chân không vậy để miễn phí lắp đặt hút chân không làm gì nhắc cả người đi lắp vẫn không hút chân không cho khách,1
quạt quá mạnh,0
xài ổn thích vẻ ngoài thiết kế bên trong tiện trữ đồ bảo quản thực phẩm cũng được nhưng không có ngăn đông mềm làm đá nhanh hoạt động cũng êm nhưng bị nóng hơn dòng khác,1
ồn ào khó chịu rất thất vọng chất lượng quá tệ rất thất vọng không hoạt động ổn định không làm việc đúng tiêu thụ điện năng cao không hoạt động ổn định công suất yếu vật liệu rẻ tiền dịch vụ bảo hành kém quạt quay kêu to,1
thiết kế quá xấu công suất yếu quá nóng khi sử dụng thiết kế quá xấu đóng tuyết nhanh gây tiếng ồn lớn gây tiếng ồn lớn không đáng tiền không làm việc đúng máy lạnh rò rỉ nước vật liệu rẻ tiền rò rỉ nước thiết kế quá xấu quá nóng khi sử dụng không hoạt động ổn định không làm việc đúng thiết kế quá xấu máy lạnh dịch vụ bảo hành kém làm mát yếu rò rỉ nước công suất yếu không đáng tiền có mùi khó chịu,1
hiện tại thấy rất tốt cảm ơn,0
không đáng tiền rò rỉ nước quá nóng khi sử dụng đóng tuyết nhanh thiết kế quá xấu không đáng tiền không làm việc đúng quạt quay kêu to gây tiếng ồn lớn,1
ba số điều chung lượng gió,0
quạt xài ổn định,0
tình thần thái độ phục vụ của kĩ thuật viên tốt,0
gây tiếng ồn lớn làm lạnh chậm quá nóng khi sử dụng thiết kế quá xấu quạt mát đóng tuyết nhanh quạt quay kêu to có mùi khó chịu làm lạnh chậm làm lạnh chậm vật liệu rẻ tiền ồn ào khó chịu tiêu thụ điện năng cao thiết kế quá xấu dịch vụ bảo hành kém quạt mát rất thất vọng đóng tuyết nhanh rất thất vọng không hoạt động ổn định ồn ào khó chịu rất thất vọng rò rỉ nước ồn ào khó chịu tiêu thụ điện năng cao,1
ồn ào khó chịu quạt quay kêu to không hoạt động ổn định công suất yếu dịch vụ bảo hành kém rất thất vọng gây tiếng ồn lớn làm lạnh chậm hỏng sau vài ngày ồn ào khó chịu quá nóng khi sử dụng không làm việc đúng đóng tuyết nhanh quạt quay kêu to thiết kế quá xấu dịch vụ bảo hành kém quá nóng khi sử dụng ồn ào khó chịu,1
thiết kế quá xấu hỏng sau vài ngày không hoạt động ổn định quá nóng khi sử dụng không làm việc đúng không đáng tiền thiết kế quá xấu có mùi khó chịu đóng tuyết nhanh không hoạt động ổn định có mùi khó chịu gây tiếng ồn lớn quạt mát,1
tiêu thụ điện năng cao chất lượng quá tệ máy lạnh có mùi khó chịu không đáng tiền hỏng sau vài ngày làm lạnh chậm làm lạnh chậm hỏng sau vài ngày làm mát yếu tiêu thụ điện năng cao rất thất vọng làm mát yếu thiết kế quá xấu không hoạt động ổn định ồn ào khó chịu có mùi khó chịu hỏng sau vài ngày ồn ào khó chịu không làm việc đúng,1
quá nóng khi sử dụng đóng tuyết nhanh tiêu thụ điện năng cao không hoạt động ổn định đóng tuyết nhanh vật liệu rẻ tiền hỏng sau vài ngày hỏng sau vài ngày không hoạt động ổn định làm lạnh chậm gây tiếng ồn lớn rất thất vọng tiêu thụ điện năng cao làm lạnh chậm tiêu thụ điện năng cao,1
không hoạt động ổn định tủ lạnh rất thất vọng quạt quay kêu to dịch vụ bảo hành kém công suất yếu vật liệu rẻ tiền dịch vụ bảo hành kém tiêu thụ điện năng cao dịch vụ bảo hành kém,1
hỏng sau vài ngày làm mát yếu công suất yếu rất thất vọng tiêu thụ điện năng cao rất thất vọng chất lượng quá tệ chất lượng quá tệ dịch vụ bảo hành kém tiêu thụ điện năng cao vật liệu rẻ tiền hỏng sau vài ngày không làm việc đúng tủ lạnh thiết kế quá xấu hỏng sau vài ngày rất thất vọng đóng tuyết nhanh chất lượng quá tệ quá nóng khi sử dụng không làm việc đúng công suất yếu,1
sản phẩm phù hợp giá tiền thích vẻ ngoài được thiết kế trong tủ cũng tiện trữ đồ nhưng mỗi lần mở phải mở cánh hơi bất tiện bảo quản thực phẩm oke làm đá nhanh hoạt động cũng êm,0
kêu như cái máy giặt lồng đứng đang vắt ivertệr mà kêu còn to hơn con sanzo mua cách đây năm thua,0
đóng tuyết nhanh thiết kế quá xấu thiết kế quá xấu thiết kế quá xấu quá nóng khi sử dụng rất thất vọng dịch vụ bảo hành kém gây tiếng ồn lớn ồn ào khó chịu đóng tuyết nhanh quạt quay kêu to công suất yếu rò rỉ nước đóng tuyết nhanh thiết kế quá xấu không hoạt động ổn định gây tiếng ồn lớn không đáng tiền quạt quay kêu to vật liệu rẻ tiền dịch vụ bảo hành kém công suất yếu làm lạnh chậm,1
không làm việc đúng vật liệu rẻ tiền rò rỉ nước rò rỉ nước làm lạnh chậm dịch vụ bảo hành kém làm mát yếu công suất yếu đóng tuyết nhanh tiêu thụ điện năng cao dịch vụ bảo hành kém không hoạt động ổn định quá nóng khi sử dụng gây tiếng ồn lớn thiết kế quá xấu quạt quay kêu to không làm việc đúng không hoạt động ổn định dịch vụ bảo hành kém làm lạnh chậm quạt quay kêu to làm lạnh chậm đóng tuyết nhanh quạt mát không đáng tiền làm lạnh chậm,1
vấn để không nằm ở sản phẩm nha mọi người máy xài rất ổn trừ việc mình mua ngày mới lắp thì khuya có chuyện rồi đi làm về thấy rơi ống ướt nhà với nệm là thấy điên máu rồi do bên phía lắp đặt cẩu thả và bị rơi ống như này hai lần trời nóng điên mà báo sẽ cho người đến kiểm tra trước giờ ngày mình điện cho cs thì nhân viên hay quản lí cấp cao hơn cũng giữ một đáp án nhắn tin zalo cho chi nhánh trường chinh q cũng không thấy ai điện ra take care hết đây là sai sót của bên phía đmx nhưng như vầy có phải đang đẩy ngược lại cho phía khách hàng không,1
không hoạt động ổn định đóng tuyết nhanh không làm việc đúng đóng tuyết nhanh chất lượng quá tệ quá nóng khi sử dụng gây tiếng ồn lớn ồn ào khó chịu thiết kế quá xấu vật liệu rẻ tiền công suất yếu rất thất vọng hỏng sau vài ngày không hoạt động ổn định tiêu thụ điện năng cao tiêu thụ điện năng cao ồn ào khó chịu gây tiếng ồn lớn rò rỉ nước làm mát yếu chất lượng quá tệ,1
không đáng tiền công suất yếu đóng tuyết nhanh hỏng sau vài ngày chất lượng quá tệ làm lạnh chậm đóng tuyết nhanh tủ lạnh công suất yếu rò rỉ nước tiêu thụ điện năng cao làm mát yếu tủ lạnh không hoạt động ổn định tủ lạnh vật liệu rẻ tiền có mùi khó chịu vật liệu rẻ tiền làm mát yếu có mùi khó chịu đóng tuyết nhanh đóng tuyết nhanh có mùi khó chịu ồn ào khó chịu,1
anh kĩ thuật chu đáo tư vấn nhiệt tình cho điểm,0
máy rất tệ lỗi máy nước nóng đổi lần vẫn bị lỗi y chang bảo chờ giải quyết chờ tận ngày không thấy tl gọi lại thì lại bảo máy của chị bình thường trong khi tôi tới chỉ báo lỗi rồi đi về gọi đi gọi lại vẫn không chịu giải quyết rất thất vọng mong mọi người không bị mua trúng sản phẩm dỏm này,1
làm mát yếu vật liệu rẻ tiền làm lạnh chậm không đáng tiền không đáng tiền có mùi khó chịu công suất yếu rò rỉ nước thiết kế quá xấu làm mát yếu có mùi khó chịu làm mát yếu quạt quay kêu to,1
hài lòng nước uống rất ngon,0
ồn ào khó chịu làm lạnh chậm không hoạt động ổn định rất thất vọng rò rỉ nước gây tiếng ồn lớn làm lạnh chậm rất thất vọng không đáng tiền công suất yếu có mùi khó chịu quạt quay kêu to,1
hài lòng sao,0
quạt ok nha giá rất rẻ,0
mua quạt treo tường ở đmx mình được đổi lại trong ngày nhân viên phục vụ chủ đáo nói chung là rất ok lần sau lại tiếp tục mua sản phẩm ở đmx tiếp,0
nv tư vấn máy mới ra đời mới nhất nên mua dùng thử mấy tháng thấy cũng ổn máy đẹp nước uống ngọt máy có nóng lạnh luôn dùng rất tiện thích nhất quả vòi với có nút vặn lấy nước đôi khi bớt lag khi dùng,0
máy hoạt động khá êm tốc độ gió mạnh đáng để mua hàng toshiba tin tưởng được,0
đóng tuyết nhanh ồn ào khó chịu dịch vụ bảo hành kém rất thất vọng rò rỉ nước thiết kế quá xấu thiết kế quá xấu không hoạt động ổn định rò rỉ nước đóng tuyết nhanh làm lạnh chậm không làm việc đúng,1
bạn nhân viên tổng đài dễ thương hỗ trợ nhanh chóng trong vòng giờ đã nhận được hàng shipper cũng dễ thương lịch thiệp đẹp chai quạt xài rất okela màu đẹp có thể điều chỉnh dễ dàng hài lòng,0
dịch vụ bảo hành kém không đáng tiền thiết kế quá xấu dịch vụ bảo hành kém đóng tuyết nhanh không đáng tiền tiêu thụ điện năng cao rò rỉ nước dịch vụ bảo hành kém hỏng sau vài ngày không hoạt động ổn định làm mát yếu công suất yếu tiêu thụ điện năng cao đóng tuyết nhanh dịch vụ bảo hành kém quá nóng khi sử dụng không hoạt động ổn định quạt quay kêu to quá nóng khi sử dụng hỏng sau vài ngày ồn ào khó chịu hỏng sau vài ngày làm mát yếu tiêu thụ điện năng cao rất thất vọng rò rỉ nước,1
rất ok so với giá tiền,0
hỏng sau vài ngày làm lạnh chậm thiết kế quá xấu vật liệu rẻ tiền không đáng tiền tiêu thụ điện năng cao tiêu thụ điện năng cao chất lượng quá tệ tiêu thụ điện năng cao hỏng sau vài ngày quạt quay kêu to không làm việc đúng hỏng sau vài ngày đóng tuyết nhanh dịch vụ bảo hành kém công suất yếu đóng tuyết nhanh máy lọc nước gây tiếng ồn lớn làm mát yếu máy lọc nước công suất yếu rất thất vọng tiêu thụ điện năng cao công suất yếu rò rỉ nước gây tiếng ồn lớn thiết kế quá xấu tiêu thụ điện năng cao dịch vụ bảo hành kém,1
sản phẩm sử dụng tự nhảy nhiệt độ thích vẻ ngoài thiết kế trong tủ tiện trữ đồ bảo quản thực phẩm tốt làm đá nhanh hoạt động êm,0
tốt hài lòng,0
hỏng sau vài ngày làm lạnh chậm làm lạnh chậm không hoạt động ổn định công suất yếu rò rỉ nước làm mát yếu công suất yếu quá nóng khi sử dụng có mùi khó chịu công suất yếu hỏng sau vài ngày không hoạt động ổn định không hoạt động ổn định gây tiếng ồn lớn vật liệu rẻ tiền tiêu thụ điện năng cao rò rỉ nước gây tiếng ồn lớn làm mát yếu không làm việc đúng không làm việc đúng không làm việc đúng,1
sài thấy rất okie,0
quạt mạnh mát chắc chắn nhưng mà ồn,0
quạt tốt gió mạnh thực sự đáng để mua,0
làm mát yếu rò rỉ nước không hoạt động ổn định chất lượng quá tệ tủ lạnh quạt quay kêu to thiết kế quá xấu dịch vụ bảo hành kém rất thất vọng rò rỉ nước gây tiếng ồn lớn dịch vụ bảo hành kém làm lạnh chậm rò rỉ nước không đáng tiền không làm việc đúng rất thất vọng công suất yếu không hoạt động ổn định,1
hiện tại bình thường,0
quạt quay kêu to rò rỉ nước làm mát yếu công suất yếu quá nóng khi sử dụng quạt quay kêu to không hoạt động ổn định chất lượng quá tệ quạt mát ồn ào khó chịu ồn ào khó chịu dịch vụ bảo hành kém làm lạnh chậm đóng tuyết nhanh rò rỉ nước ồn ào khó chịu làm mát yếu tiêu thụ điện năng cao làm lạnh chậm quá nóng khi sử dụng công suất yếu ồn ào khó chịu không hoạt động ổn định làm lạnh chậm công suất yếu dịch vụ bảo hành kém,1
làm lạnh chậm tủ lạnh tủ lạnh hỏng sau vài ngày tủ lạnh thiết kế quá xấu dịch vụ bảo hành kém rất thất vọng công suất yếu ồn ào khó chịu có mùi khó chịu không làm việc đúng gây tiếng ồn lớn rò rỉ nước rò rỉ nước gây tiếng ồn lớn làm lạnh chậm ồn ào khó chịu chất lượng quá tệ chất lượng quá tệ chất lượng quá tệ đóng tuyết nhanh chất lượng quá tệ công suất yếu gây tiếng ồn lớn rò rỉ nước có mùi khó chịu rò rỉ nước công suất yếu,1
thấy mẫu mới đẹp nên mua mà giảm giá nhiều quá nên quyết định mua luôn cái sau thời gian dùng thấy rất hài lòng,0
sp hoạt động êm tốt còn tiết kiệm điện thì mình không biết có tiết kiệm không,1
máy hơi rung,1
tủ lạnh dùng ok,0
sản phẩm ok nhân viên tư vấn và giao hàng nhiệt tình vui vẻ sẽ giới thiệu cho bạn bè người thân,0
rò rỉ nước công suất yếu làm lạnh chậm chất lượng quá tệ hỏng sau vài ngày làm lạnh chậm máy lọc nước không đáng tiền hỏng sau vài ngày đóng tuyết nhanh,1
không hoạt động ổn định quá nóng khi sử dụng thiết kế quá xấu dịch vụ bảo hành kém công suất yếu hỏng sau vài ngày gây tiếng ồn lớn dịch vụ bảo hành kém tiêu thụ điện năng cao máy lọc nước không đáng tiền có mùi khó chịu,1
quạt mát giá tiên phù hợp,0
quạt quay kêu to rất thất vọng chất lượng quá tệ không làm việc đúng tủ lạnh không đáng tiền ồn ào khó chịu làm lạnh chậm ồn ào khó chịu rất thất vọng không hoạt động ổn định tiêu thụ điện năng cao rò rỉ nước chất lượng quá tệ không làm việc đúng quạt quay kêu to tiêu thụ điện năng cao quạt quay kêu to không hoạt động ổn định,1
gây tiếng ồn lớn có mùi khó chịu tiêu thụ điện năng cao làm lạnh chậm gây tiếng ồn lớn quá nóng khi sử dụng ồn ào khó chịu đóng tuyết nhanh làm lạnh chậm gây tiếng ồn lớn không đáng tiền quá nóng khi sử dụng làm mát yếu dịch vụ bảo hành kém quạt quay kêu to không đáng tiền quá nóng khi sử dụng làm mát yếu không hoạt động ổn định làm lạnh chậm rất thất vọng,1
giao hàng đúng chất lương nhanh,0
mua tủ lạnh hôm qua thấy tủ làm lạnh mau tủ cũng không kêu to như mọi người nói nhân viên nhiệt tình còn sử dụng về sau mới biết giờ thì ok trước khi mua cũng xem đánh giá nhiều mẫu tủ phân vân samsung với lg cuối cùng chọn tủ lạnh samsung còn tủ có kêu về sau mới biết,1
mẫu mới này rất ổn dung tích lớn phù hợp nhu cầu sử dụng nhiều rất hài lòng,0
sản phẩm này rất tốt,0
lúc lắp đặt không chịu kiểm tra kĩ để hiện tượng rò rỉ nước,0
tốt bền đẹp dùng rất thích,0
quạt mát phù hợp với giá tiền,0
mát mẻ,0
máy chạy êm tốt nhưng nếu có cảnh báo nước nóng nữa thì tốt hơn,0
rò rỉ nước rò rỉ nước công suất yếu không đáng tiền ồn ào khó chịu rất thất vọng thiết kế quá xấu tủ lạnh rò rỉ nước dịch vụ bảo hành kém đóng tuyết nhanh tủ lạnh tủ lạnh,1
tủ dùng tốt các chức năng máy dùng ổn định,0
máy chạy ồn nước không có vị ngọt bên nóng lúc được lúc khôngg được mỗi anh nhân viên lắp đặt nhiệt tình,1
vật liệu rẻ tiền không đáng tiền gây tiếng ồn lớn dịch vụ bảo hành kém quạt mát không đáng tiền có mùi khó chịu làm lạnh chậm,1
phần làm đá chiếm hơi chiếm diện tích còn lại mọi thứ đều tốt,0
vật liệu rẻ tiền thiết kế quá xấu không đáng tiền quạt quay kêu to không đáng tiền rò rỉ nước dịch vụ bảo hành kém không làm việc đúng ồn ào khó chịu thiết kế quá xấu gây tiếng ồn lớn quạt quay kêu to hỏng sau vài ngày rất thất vọng chất lượng quá tệ rò rỉ nước đóng tuyết nhanh có mùi khó chịu vật liệu rẻ tiền thiết kế quá xấu công suất yếu gây tiếng ồn lớn có mùi khó chịu làm lạnh chậm đóng tuyết nhanh quá nóng khi sử dụng vật liệu rẻ tiền dịch vụ bảo hành kém quá nóng khi sử dụng có mùi khó chịu,1
quạt quay kêu to quạt quay kêu to gây tiếng ồn lớn gây tiếng ồn lớn hỏng sau vài ngày máy lạnh đóng tuyết nhanh hỏng sau vài ngày rò rỉ nước máy lạnh rất thất vọng,1
sản phẩm tốt tiết kiệm điện,0
rất vui,0
cũng tốt nhưng khi nước vào tiếng kêu rất lớn lúc quảng cáo thì có bánh xe đẩy mà giao hàng lại không có,1
rò rỉ nước gây tiếng ồn lớn máy lọc nước gây tiếng ồn lớn rò rỉ nước không làm việc đúng vật liệu rẻ tiền rò rỉ nước rất thất vọng có mùi khó chịu ồn ào khó chịu quạt quay kêu to thiết kế quá xấu công suất yếu quạt quay kêu to làm lạnh chậm làm lạnh chậm chất lượng quá tệ không làm việc đúng quạt quay kêu to đóng tuyết nhanh làm mát yếu tiêu thụ điện năng cao làm lạnh chậm không hoạt động ổn định tiêu thụ điện năng cao công suất yếu,1
nhân viên bảo hành vui vẻ nhiệt tình sản phẩm mới mua đánh giá tốt,0
quá ok rất hài lòng,0
máy cứ kêu nghe khó chịu,0
công suất yếu quá nóng khi sử dụng có mùi khó chịu làm lạnh chậm rò rỉ nước không đáng tiền thiết kế quá xấu rò rỉ nước dịch vụ bảo hành kém đóng tuyết nhanh ồn ào khó chịu rò rỉ nước ồn ào khó chịu đóng tuyết nhanh tiêu thụ điện năng cao làm mát yếu tiêu thụ điện năng cao dịch vụ bảo hành kém không làm việc đúng có mùi khó chịu tiêu thụ điện năng cao rất thất vọng quạt quay kêu to quá nóng khi sử dụng quạt mát thiết kế quá xấu,1
mẫu đẹp sản phẩm rất tốt nhân viên nhiệt tình ủng hộ đmx,0
không đáng tiền chất lượng quá tệ làm mát yếu công suất yếu công suất yếu thiết kế quá xấu ồn ào khó chịu ồn ào khó chịu quá nóng khi sử dụng máy lạnh đóng tuyết nhanh tiêu thụ điện năng cao ồn ào khó chịu không đáng tiền gây tiếng ồn lớn dịch vụ bảo hành kém rò rỉ nước không đáng tiền không đáng tiền chất lượng quá tệ đóng tuyết nhanh ồn ào khó chịu rất thất vọng không hoạt động ổn định quá nóng khi sử dụng ồn ào khó chịu không làm việc đúng công suất yếu không làm việc đúng không đáng tiền,1
sp sư dụng ok,0
tôi rất tin tưởng khi mua bất cứ sản phẩm nào của dmx,0
ngăn cấp đông mềm dùng cũng tiện,0
quạt dứng điều khiển tốt tôi giới thiệu cho ngưởi thân biết để mua sản phẩm,0
làm nóng nhanh nhưng làm lạnh thì hơi chậm còn lại thì ổn định,0
xài êm quạt chạy ổn mua thời điểm sale nên giá tốt,0
dùng tốt lắn,0
tốt đẹp,0
công suất lớn mình đã dùng cây như này mà vẫn ổn định bền lúc hàng giao đến thì bị hư hại nhẹ nhưng của hàng đã hỗ trợ mình thay mới ngay trong ngày dịch vụ cửa hàng và nhân viên sao ạ,0
không làm việc đúng vật liệu rẻ tiền thiết kế quá xấu dịch vụ bảo hành kém không làm việc đúng có mùi khó chịu quá nóng khi sử dụng làm mát yếu vật liệu rẻ tiền,1
nhân viên giao hàg nhiệt tình,0
tủ sử dụng ok,0
san phẩm tốt,0
thiết kế đời máy lọc nước của kangaroo phải nói là quá đẹp dùng cũng rất tốt đã mua máy và sẽ mua ở dmx thêm cho ông bà ở quê máy nữa để sử dụng,0
hiện tại máy lọc sạch tốt,0
làm lạnh chậm đóng tuyết nhanh làm mát yếu làm mát yếu hỏng sau vài ngày vật liệu rẻ tiền chất lượng quá tệ quạt quay kêu to rò rỉ nước không đáng tiền quạt quay kêu to có mùi khó chịu quạt quay kêu to có mùi khó chịu rất thất vọng rò rỉ nước,1
tủ chạy êm hình thức đẹp mỗi tội bám vân tay quá,0
sd ok,0
chất lượng hoàn thiện sản phẩm bình thường thông tin sản phẩm chưa đầy đủ không chính xác,1
tiện lợi êm khi mở,0
máy chạy ổn nhưng mức tháy chưa tinh lắm khi nào chị nhân viên vào kiểm tra lại nước thử nhé,0
ồn ào khó chịu quá nóng khi sử dụng hỏng sau vài ngày rất thất vọng đóng tuyết nhanh chất lượng quá tệ gây tiếng ồn lớn rò rỉ nước hỏng sau vài ngày gây tiếng ồn lớn vật liệu rẻ tiền đóng tuyết nhanh ồn ào khó chịu rất thất vọng làm lạnh chậm tiêu thụ điện năng cao không hoạt động ổn định không làm việc đúng dịch vụ bảo hành kém không hoạt động ổn định gây tiếng ồn lớn quá nóng khi sử dụng rò rỉ nước không hoạt động ổn định làm lạnh chậm,1
tham quan mua sắm được em trai tư vấn mẫu mới giá rẻ nên đổi luôn cái máy cũ ở nhà có thêm nóng lạnh rất tiện lợi máy mới nên uống nước rất ngọt rất ưng ý mọi người nên mua nhé,0
quạt w nhưng yếu hơn cây quạt w mình đang có sẽ liên hệ dmx để bảo hành,0
sản phẩm chất lượng đáng đồng tiền mua nha mọi người rất tiện nóng nhanh lạnh mạnh nước uông ngon,0
vật liệu rẻ tiền không làm việc đúng quá nóng khi sử dụng tiêu thụ điện năng cao thiết kế quá xấu không đáng tiền công suất yếu thiết kế quá xấu dịch vụ bảo hành kém rất thất vọng đóng tuyết nhanh tiêu thụ điện năng cao quạt quay kêu to công suất yếu quạt quay kêu to không hoạt động ổn định,1
làm mát yếu hỏng sau vài ngày chất lượng quá tệ làm mát yếu chất lượng quá tệ công suất yếu hỏng sau vài ngày máy lạnh không hoạt động ổn định chất lượng quá tệ gây tiếng ồn lớn thiết kế quá xấu làm mát yếu không đáng tiền quá nóng khi sử dụng thiết kế quá xấu không làm việc đúng không làm việc đúng có mùi khó chịu không đáng tiền quá nóng khi sử dụng máy lạnh vật liệu rẻ tiền chất lượng quá tệ không làm việc đúng hỏng sau vài ngày quạt quay kêu to không hoạt động ổn định máy lạnh,1
quạt chạy rất tốt êm hình thức đẹp mình rất hài lòng,0
so với mitsubisi thì không bằng nhưng sài vẫn ổn,0
chạy êm ok,0
rất hài lòng lúc đầu mới cắm tủ èo ôi nóng ran hai bên cạnh nhưng chiều đi làm về sờ không còn nóng nữa cũng nóng nhưng nóng nhẹ điều đó rất bình thường rau củ quả để rất tươi máy chạy êm tủ thiết kế rất sang trọng rất hài lòng,1
làm lạnh nhanh nhưng ngăn đông mềm còn bị đông đá khử mùi chưa được tốt lắm,0
tốt cho sức khỏe,0
mất lòng tin sản phẩm chảy nước cục nóng đổi cục khác lại chảy nhiều hơn cục trước,0
